INSTNM,STABBR,ADM_RATE,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT
College of the Ouachitas,AR,NULL,817,0.7576,0.1652,0.0318,0.0037,0.0049,0.0012,0.0318,0.0037,0,12215,3367,5917
Ozarka College,AR,NULL,1226,0.969,0.0041,0.0139,0.0024,0.0065,0.0008,0,0,0.0033,11364,2414,4766
University of the Ozarks,AR,0.6136,568,0.6831,0.0546,0.0915,0,0.0088,0.0018,0.0387,0.1092,0.0123,34532,24350,24350
University of Arkansas Community College-Morrilton,AR,0.5838,2077,0.7607,0.0968,0.0067,0.0082,0.0043,0.0005,0.0462,0.0212,0.0554,11593,2309,3233
Philander Smith College,AR,NULL,554,0.0072,0.8935,0.0036,0.0036,0,0.0018,0.0126,0.0776,0,24877,12564,12564
Phillips Community College of the University of Arkansas,AR,NULL,986,0.4493,0.5284,0.0132,0.0061,0.003,0,0,0,0,16140,2375,4055
Southeast Arkansas College,AR,NULL,1415,0.3618,0.617,0.0099,0.0057,0.0057,0,0,0,0,9672,2980,5440
Professional Cosmetology Education Center,AR,NULL,50,0.62,0.34,0.02,0,0.02,0,0,0,0,NULL,NULL,NULL
Pulaski Technical College,AR,NULL,9480,0.3814,0.5315,0.034,0.0129,0.0035,0.0007,0.0259,0.0008,0.0092,17064,3507,5247
University of Arkansas Community College-Hope,AR,NULL,1157,0.5177,0.3768,0.0622,0.0052,0.0086,0.0009,0.0026,0,0.0259,14349,2281,4396
Rich Mountain Community College,AR,NULL,553,0.8788,0.0036,0.0398,0.0127,0.0271,0.0036,0.0217,0.0036,0.009,10415,2208,5064
Paul Mitchell the School-Arkansas,AR,NULL,96,0.8333,0.0417,0.0729,0.0521,0,0,0,0,0,NULL,NULL,NULL
Searcy Beauty College Inc,AR,NULL,104,0.8077,0.1538,0.0288,0.0096,0,0,0,0,0,NULL,NULL,NULL
Shorter College,AR,NULL,330,0.0091,0.9909,0,0,0,0,0,0,0,7500,2100,2100
Williams Baptist College,AR,0.6798,501,0.8802,0.0659,0.02,0,0.008,0,0,0.0259,0,22330,13750,13750
South Arkansas Community College,AR,NULL,1306,0.5023,0.4571,0.0291,0.0038,0,0,0,0,0.0077,17675,2200,4264
Southern Arkansas University Main Campus,AR,0.6081,2640,0.6432,0.283,0.0216,0.0072,0.0057,0.0072,0,0.0314,0.0008,17738,7466,10616
Southern Arkansas University Tech,AR,NULL,894,0.5861,0.3546,0.0213,0.0011,0.0056,0,0.0213,0.0034,0.0067,16258,4080,5520
Velvatex College of Beauty Culture,AR,NULL,25,0,1,0,0,0,0,0,0,0,NULL,NULL,NULL
University of Arkansas-Fort Smith,AR,0.5736,6508,0.7409,0.0458,0.0748,0.0444,0.0307,0.0006,0.0516,0.0111,0,14335,4528,10072
Academy of Art University,CA,NULL,10300,0.2625,0.0667,0.1042,0.0781,0.005,0.004,0.0256,0.2197,0.2342,34512,19130,19130
ITT Technical Institute-Rancho Cordova,CA,0.3845,510,0.5098,0.1059,0.1039,0.0588,0.0157,0.0078,0.049,0,0.149,26209,18048,18048
Academy of Chinese Culture and Health Sciences,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Academy of Radio and TV Broadcasting,CA,NULL,44,0.4773,0.3182,0.2045,0,0,0,0,0,0,NULL,NULL,NULL
Avalon School of Cosmetology-Alameda,CA,NULL,186,0.129,0.4946,0.2688,0.0538,0.0054,0,0.0054,0,0.043,NULL,NULL,NULL
College of Alameda,CA,NULL,5147,0.1463,0.2174,0.2024,0.2856,0.0023,0.0056,0.0527,0.0301,0.0575,10251,1144,6256
Allan Hancock College,CA,NULL,9692,0.3839,0.0287,0.5028,0.0405,0.0059,0.0045,0.0314,0.0021,0.0002,10735,1346,6666
American Academy of Dramatic Arts-Los Angeles,CA,0.1479,258,0.4612,0.0775,0.1512,0.0116,0.0233,0.0039,0.0271,0.2248,0.0194,51197,30650,30650
American Baptist Seminary of the West,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
American Film Institute Conservatory,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
American Beauty College,CA,NULL,45,0.0222,0,0.9778,0,0,0,0,0,0,NULL,NULL,NULL
American Career College-Los Angeles,CA,NULL,1770,0.0554,0.1638,0.6412,0.0712,0.0051,0.0136,0.0458,0,0.004,NULL,NULL,NULL
American Conservatory Theater,CA,NULL,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL
American River College,CA,NULL,27332,0.4786,0.1027,0.1933,0.1024,0.0083,0.0088,0.0573,0.0055,0.0431,12311,1104,7200
Everest College-Hayward,CA,NULL,170,0.0765,0.3647,0.3706,0.0765,0,0.0471,0.0647,0,0,NULL,NULL,NULL
Antelope Valley College,CA,NULL,12416,0.248,0.2138,0.4361,0.0331,0.0036,0.0012,0.0478,0.0014,0.015,11430,1104,5664
Art Center College of Design,CA,0.8167,1742,0.2153,0.0115,0.1051,0.3456,0.0011,0.0034,0.0373,0.2428,0.0379,56400,36480,36480
Associated Technical College-Los Angeles,CA,NULL,404,0.0569,0.3416,0.5396,0.0272,0.0025,0,0.0322,0,0,NULL,NULL,NULL
Associated Technical College-San Diego,CA,NULL,110,0.1636,0.3818,0.4273,0.0091,0,0.0091,0,0,0.0091,NULL,NULL,NULL
Azusa Pacific University,CA,0.7985,6543,0.4966,0.0474,0.2306,0.0827,0.0035,0.0079,0.0573,0.0185,0.0555,44021,32256,32256
Bakersfield College,CA,NULL,15854,0.255,0.046,0.6101,0.0417,0.0043,0.0014,0.0339,0.0018,0.0058,8732,1324,7008
Barstow Community College,CA,NULL,2866,0.3601,0.1577,0.3838,0.0286,0.0087,0.0077,0.0464,0.0007,0.0063,14930,1104,5400
Bellus Academy-National City,CA,NULL,185,0.1297,0.1892,0.4919,0.027,0.0108,0.0216,0.1135,0,0.0162,NULL,NULL,NULL
Bethesda University of California,CA,0.8321,259,0.0232,0.027,0.2471,0.1931,0,0,0,0.4286,0.0811,11741,7620,7620
Biola University,CA,0.7286,4324,0.5481,0.0197,0.1714,0.1589,0.0023,0.0035,0.0624,0.018,0.0157,44573,32142,32142
Brooks Institute,CA,0.98,492,0.1382,0.0081,0.061,0.0081,0.002,0,0.0183,0,0.7642,32699,20120,20120
Brownson Technical School,CA,NULL,45,0.3333,0.0667,0.4889,0.0222,0,0,0,0,0.0889,NULL,NULL,NULL
Bryan University,CA,NULL,879,0.5085,0.1752,0.1581,0.033,0.0068,0.0057,0.0933,0,0.0193,24818,11850,11850
Butte College,CA,NULL,11123,0.6422,0.0266,0.1712,0.0591,0.0229,0.0049,0.0124,0.0156,0.0452,11493,1354,6154
Phillips Graduate Institute,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California Institute of Integral Studies,CA,NULL,75,0.5467,0.08,0.16,0.0533,0,0.0133,0.0533,0.04,0.0533,NULL,NULL,NULL
Cabrillo College,CA,NULL,12724,0.5136,0.0123,0.364,0.0325,0.0056,0.0017,0.0462,0.005,0.0191,12665,1358,5698
California Baptist University,CA,0.788,5797,0.448,0.084,0.3012,0.0497,0.0071,0.0098,0.0285,0.0191,0.0526,39026,28122,28122
California College of the Arts,CA,0.8157,1463,0.3329,0.0403,0.1367,0.1627,0.0027,0.0082,0,0.2228,0.0936,53837,40334,40334
University of California-Hastings College of Law,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California Institute of Technology,CA,0.1055,977,0.304,0.0174,0.1003,0.4248,0.0031,0,0.0594,0.089,0.002,56382,41538,41538
California Lutheran University,CA,0.4802,2882,0.5232,0.0427,0.2523,0.0642,0.0135,0.0087,0.0173,0.0382,0.0399,48630,35720,35720
California Polytechnic State University-San Luis Obispo,CA,0.3123,18664,0.5956,0.0076,0.1489,0.1134,0.0024,0.0027,0.0672,0.0128,0.0496,23867,8724,19884
Alliant International University,CA,0.4922,254,0.315,0.1142,0.2638,0.0236,0,0,0.0197,0.1772,0.0866,28901,15816,15816
Alliant International University-Fresno,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alliant International University-Los Angeles,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alliant International University-San Francisco,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alliant International University-Irvine,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alliant International University-Sacramento,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California State University-Bakersfield,CA,0.6626,7226,0.196,0.0656,0.4979,0.065,0.0073,0.0017,0.0309,0.0255,0.1102,18061,6775,17935
California State University-Stanislaus,CA,0.7215,7751,0.282,0.0255,0.4496,0.1133,0.0035,0.0072,0.0369,0.0204,0.0615,17161,6491,17651
California State University-San Bernardino,CA,0.5831,15887,0.1743,0.0729,0.5549,0.0632,0.0025,0.0023,0.0283,0.0555,0.0463,17030,6550,17710
California State Polytechnic University-Pomona,CA,0.5218,20857,0.2159,0.0323,0.3722,0.2501,0.002,0.0028,0.039,0.0425,0.0432,19402,6350,17510
California State University-Chico,CA,0.7161,15106,0.5255,0.019,0.23,0.0579,0.0061,0.0014,0.0487,0.033,0.0785,22926,6972,18132
California State University-Dominguez Hills,CA,0.5747,11894,0.0931,0.1703,0.5397,0.0943,0.0019,0.0041,0.0281,0.0246,0.0439,12957,6100,17260
California State University-Fresno,CA,0.5815,19911,0.2511,0.0404,0.4258,0.1566,0.0038,0.0025,0.0305,0.0344,0.0549,16377,6287,17447
California State University-Fullerton,CA,0.4579,33000,0.2556,0.0222,0.375,0.2165,0.002,0.0027,0.0408,0.0445,0.0408,16663,6186,17346
California State University-East Bay,CA,0.6872,12079,0.1843,0.1083,0.2546,0.2439,0.0016,0.0111,0.0572,0.0659,0.0732,20676,6550,17710
California State University-Long Beach,CA,0.3082,30440,0.214,0.0399,0.3672,0.2292,0.0056,0.0042,0.0431,0.0531,0.0437,18085,6240,17400
California State University-Los Angeles,CA,0.6752,19525,0.0812,0.0465,0.5965,0.1645,0.001,0.0029,0.016,0.0479,0.0435,14747,6344,17504
California State University-Northridge,CA,0.4624,33581,0.2575,0.0623,0.4029,0.1123,0.0017,0.0026,0.0335,0.0734,0.0538,20899,6525,17685
California State University-Sacramento,CA,0.6968,25991,0.3247,0.0591,0.2567,0.2086,0.0046,0.0093,0.0585,0.0149,0.0636,19380,6628,17788
University of California-Berkeley,CA,0.18,25951,0.2857,0.0221,0.132,0.3494,0.0012,0.0028,0.0453,0.1313,0.0304,32715,12864,35742
University of California-Davis,CA,0.4521,26483,0.3125,0.0211,0.172,0.3551,0.002,0.0048,0.0511,0.0618,0.0196,31803,13895,36773
University of California-Irvine,CA,0.4239,23517,0.1739,0.0187,0.2171,0.4371,0.0016,0.0042,0.0396,0.0894,0.0184,28980,13149,36027
University of California-Los Angeles,CA,0.2199,28667,0.2859,0.0261,0.1842,0.3099,0.0012,0.0036,0.0482,0.1176,0.0234,31474,12697,35575
University of California-Riverside,CA,0.62,18612,0.1442,0.0487,0.3589,0.3615,0.0016,0.0039,0.0354,0.0315,0.0145,29787,12960,35838
University of California-San Diego,CA,0.375,23792,0.2357,0.0119,0.1581,0.4011,0.0013,0.0041,0.0476,0.1181,0.0222,29751,13271,36149
University of California-San Francisco,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
University of California-Santa Barbara,CA,0.4444,19362,0.3965,0.0213,0.2481,0.1763,0.001,0.0007,0.0843,0.0397,0.032,31913,13746,36624
University of California-Santa Cruz,CA,0.5991,15695,0.368,0.0201,0.3019,0.2047,0.0017,0.0015,0.0698,0.0108,0.0215,33208,13397,36275
Sofia University,CA,NULL,20,0.7,0.05,0.05,0,0,0,0.15,0,0.05,NULL,NULL,NULL
California Beauty School,CA,NULL,114,0.4825,0.0175,0.4561,0.0263,0.0088,0,0.0088,0,0,NULL,NULL,NULL
California Christian College,CA,0.8333,30,0.2333,0.2,0.2333,0,0.0333,0,0.2667,0.0333,0,17109,8275,8275
California College San Diego,CA,NULL,762,0.2927,0.2205,0.2756,0.1417,0.0066,0.0276,0.0131,0,0.0223,27138,18480,18480
Le Cordon Bleu College of Culinary Arts-San Francisco,CA,NULL,489,0.0286,0.0061,0.0184,0.0429,0.002,0,0.0143,0,0.8875,23262,13761,13761
California Hair Design Academy,CA,NULL,219,0.3744,0.0685,0.4521,0.0365,0,0,0.0411,0,0.0274,NULL,NULL,NULL
California Institute of the Arts,CA,0.2992,987,0.4377,0.0628,0.1125,0.1104,0.0051,0.0071,0.1084,0.1256,0.0304,56435,40536,40536
California Maritime Academy,CA,0.748,1044,0.5785,0.0239,0.1561,0.0824,0.0038,0.0067,0.0852,0.0048,0.0584,22223,6536,17696
California Western School of Law,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Canada College,CA,NULL,5217,0.3094,0.037,0.4455,0.1141,0.0027,0.0173,0.0349,0.0107,0.0286,9010,1344,8420
College of the Canyons,CA,NULL,16784,0.3876,0.0512,0.4289,0.0744,0.002,0.0017,0.0412,0.0062,0.0067,11251,1154,5450
Career Academy of Beauty,CA,NULL,167,0.521,0.0539,0.2814,0.1018,0.012,0.012,0,0,0.018,NULL,NULL,NULL
Casa Loma College-Van Nuys,CA,1,606,0.1584,0.2673,0.4406,0.1139,0.0033,0.0033,0.0017,0,0.0116,NULL,NULL,NULL
Casa Loma College-Hawthorne,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CET-San Diego,CA,NULL,267,0.2135,0.1536,0.5693,0.0187,0.015,0.015,0.015,0,0,NULL,NULL,NULL
CET-Sobrato,CA,NULL,345,0.0696,0.0261,0.8203,0.0493,0.0116,0.0145,0.0087,0,0,NULL,NULL,NULL
CET-El Centro,CA,NULL,234,0.0171,0.0085,0.9658,0,0.0085,0,0,0,0,NULL,NULL,NULL
CET-San Bernardino,CA,NULL,103,0.2233,0.2136,0.5146,0.0194,0,0.0097,0.0194,0,0,NULL,NULL,NULL
CET-Watsonville,CA,NULL,88,0.0568,0,0.9432,0,0,0,0,0,0,NULL,NULL,NULL
CET-Gilroy,CA,NULL,104,0.0288,0,0.9712,0,0,0,0,0,0,NULL,NULL,NULL
CET-Salinas,CA,NULL,65,0.0154,0.0462,0.9231,0.0154,0,0,0,0,0,NULL,NULL,NULL
Cerritos College,CA,NULL,20011,0.0955,0.0795,0.6481,0.0926,0.0025,0.0035,0.0187,0.0091,0.0504,9066,1346,7114
Cerro Coso Community College,CA,NULL,4029,0.5001,0.0494,0.3328,0.0345,0.0221,0.001,0.0541,0.0017,0.0042,11064,1290,6974
Chabot College,CA,NULL,12082,0.1855,0.132,0.3494,0.2356,0.0026,0.0193,0.0541,0.0056,0.0158,11350,1138,6970
Chaffey College,CA,NULL,17217,0.1952,0.0893,0.5822,0.0609,0.0023,0.002,0.0328,0.0099,0.0254,14156,1153,6145
Chapman University,CA,0.4471,5940,0.5978,0.0162,0.1433,0.0981,0.003,0.0024,0.0586,0.038,0.0426,57020,43573,43573
Charles R Drew University of Medicine and Science,CA,0.8889,83,0.0964,0.3253,0.1928,0.1566,0,0.012,0.1325,0.0241,0.0602,26941,11956,11956
Concordia University-Irvine,CA,0.9119,1916,0.4937,0.0324,0.1827,0.06,0.0031,0.0031,0.0433,0.035,0.1467,41233,29630,29630
San Diego Christian College,CA,0.492,889,0.3735,0.1541,0.1541,0.0169,0.0067,0.0101,0.0326,0.0045,0.2475,37696,25888,25888
Church Divinity School of the Pacific,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Citrus College,CA,NULL,11494,0.2084,0.0451,0.5868,0.0848,0.0017,0.0017,0.0301,0.0303,0.0112,8257,1174,5086
Citrus Heights Beauty College,CA,NULL,96,0.8125,0.0208,0.0938,0.0208,0.0104,0,0.0313,0,0.0104,NULL,NULL,NULL
City College of San Francisco,CA,NULL,24662,0.2399,0.0798,0.2208,0.3387,0.0025,0.0078,0.0432,0.0442,0.0231,9757,1274,6748
Claremont Graduate University,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Claremont McKenna College,CA,0.1173,1311,0.4386,0.0397,0.1121,0.1083,0,0.0015,0.0778,0.1442,0.0778,60065,45625,45625
Milan Institute-Visalia,CA,NULL,354,0.2006,0.0311,0.7232,0.0056,0.0226,0.0113,0.0028,0,0.0028,NULL,NULL,NULL
Clovis Adult Education,CA,NULL,608,0.3125,0.0329,0.3997,0.1908,0.0115,0.0378,0.0016,0,0.0132,NULL,NULL,NULL
Coastline Community College,CA,NULL,8999,0.3293,0.108,0.24,0.2395,0.0063,0.0051,0.0347,0.0053,0.0318,11569,1136,5288
Cogswell College,CA,0.7784,457,0.4245,0.035,0.1466,0.1182,0.0044,0.0328,0.1204,0.0088,0.1094,32243,16160,16160
Coleman University,CA,1,532,0.5056,0.0883,0.1805,0.1335,0.0019,0.0094,0.0056,0.0075,0.0677,29842,20200,20200
COBA Academy,CA,NULL,40,0.475,0.025,0.475,0,0,0,0,0,0.025,NULL,NULL,NULL
Western University of Health Sciences,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Columbia College,CA,NULL,2425,0.7344,0.0082,0.1604,0.0157,0.0148,0.0025,0.0445,0,0.0194,12210,1150,6046
Columbia College-Hollywood,CA,0.548,314,0.4745,0.1847,0.1847,0.0637,0,0,0.0255,0.0669,0,30642,18804,18804
El Camino College-Compton Center,CA,NULL,6846,0.0359,0.3791,0.4828,0.0527,0.0018,0.0083,0.0301,0.0022,0.0072,12723,1142,5222
Contra Costa College,CA,NULL,5468,0.1079,0.244,0.3385,0.2001,0.004,0.0059,0.0448,0.0241,0.0307,15105,1298,7038
Cosumnes River College,CA,NULL,12852,0.2464,0.1334,0.2304,0.2803,0.0059,0.0186,0.0563,0.0066,0.0221,13537,1104,7200
Crafton Hills College,CA,NULL,4716,0.4285,0.0424,0.4186,0.0503,0.0021,0.0019,0.0515,0.0017,0.003,16696,1134,3918
Cuesta College,CA,NULL,7964,0.637,0.0148,0.2449,0.0326,0.0059,0.0023,0.0471,0.0045,0.0109,15304,1230,6404
Cuyamaca College,CA,NULL,7778,0.4644,0.0625,0.3155,0.0621,0.0039,0.0057,0.0571,0.0059,0.023,7866,1386,6896
Cypress College,CA,NULL,14923,0.2276,0.0414,0.4236,0.2239,0.0027,0.005,0.0343,0.0109,0.0307,10174,1136,6152
De Anza College,CA,NULL,20496,0.2259,0.0309,0.2396,0.3516,0.0017,0.0038,0.0469,0.0909,0.0086,10046,1542,8022
Marinello Schools of Beauty-Hemet,CA,NULL,1330,0.3451,0.109,0.4654,0.0436,0.0075,0.0008,0.0015,0,0.0271,NULL,NULL,NULL
Marinello Schools of Beauty-Bell,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Marinello Schools of Beauty-City of Industry,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Marinello Schools of Beauty-Paramount,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Marinello Schools of Beauty-Huntington Beach,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Marinello Schools of Beauty-Layton,UT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Marinello Schools of Beauty-Ogden,UT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Marinello School of Beauty-Cathedral City,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Marinello School of Beauty-Murrieta,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Marinello School of Beauty-Napa,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
International School of Beauty Inc,CA,NULL,229,0.2795,0.0393,0.6507,0,0.0087,0,0.0131,0,0.0087,NULL,NULL,NULL
Dell'Arte International School of Physical Theatre,CA,0.6667,14,0.5,0.1429,0.1429,0,0,0,0.0714,0,0.1429,NULL,12750,12750
College of the Desert,CA,NULL,8330,0.2217,0.0373,0.6492,0.0323,0.0031,0.0019,0.0194,0.0226,0.0124,14046,1316,6636
Design Institute of San Diego,CA,NULL,181,0.6685,0.0442,0.1326,0.0608,0,0,0,0.0773,0.0166,29477,20470,20470
Diablo Valley College,CA,NULL,18566,0.3969,0.0544,0.2164,0.1508,0.0021,0.0046,0.0661,0.0847,0.024,14386,1298,7038
Dominican University of California,CA,0.7752,1567,0.328,0.0421,0.2253,0.1698,0.0057,0.0102,0.0325,0.0179,0.1685,56165,40600,40600
Dominican School of Philosophy & Theology,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
East Los Angeles College,CA,NULL,33439,0.0845,0.0477,0.6019,0.106,0.0021,0.0019,0.003,0.0211,0.1318,14906,1221,6161
Marinello Schools of Beauty-Santa Clara,CA,NULL,566,0.2332,0.1378,0.5141,0.1007,0.0071,0,0,0,0.0071,NULL,NULL,NULL
Marinello School of Beauty,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Marinello School of Beauty-San Mateo,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Marinello School of Beauty-Hayward,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Marinello School of Beauty-Castro Valley,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
El Camino Community College District,CA,NULL,22222,0.1443,0.1606,0.4766,0.1351,0.0017,0.0053,0.0398,0.0256,0.0113,16018,1142,5222
Elegance International,CA,NULL,205,0.2537,0.122,0.4683,0.0439,0.0049,0.0049,0.0537,0.0195,0.0293,NULL,NULL,NULL
Marinello Schools of Beauty-Burbank,CA,NULL,397,0.3678,0.1108,0.4509,0.0453,0.0076,0,0.0126,0.0025,0.0025,NULL,NULL,NULL
Marinello School of Beauty-Palmdale,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Marinello Schools of Beauty-Moreno Valley,CA,NULL,254,0.2283,0.2047,0.5039,0.0394,0.0039,0,0.0039,0,0.0157,NULL,NULL,NULL
Marinello School of Beauty-San Rafael,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Emperor's College of Traditional Oriental Medicine,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Empire College School of Business,CA,NULL,412,0.5364,0.0243,0.3835,0.0243,0.017,0.0146,0,0,0,NULL,NULL,NULL
Evergreen Valley College,CA,NULL,7472,0.0883,0.0302,0.3979,0.3872,0.0041,0.0068,0.0219,0.004,0.0594,14405,1326,7010
Fashion Institute of Design & Merchandising-Los Angeles,CA,0.5701,3459,0.3446,0.061,0.2252,0.1182,0.0049,0.0107,0.0295,0.1286,0.0772,42958,28920,28920
Fashion Institute of Design & Merchandising-San Francisco,CA,0.6358,637,0.3752,0.0502,0.2198,0.1805,0.0063,0.022,0.044,0.0455,0.0565,42052,28920,28920
Fashion Institute of Design & Merchandising-Orange County,CA,0.6915,214,0.4206,0.028,0.2944,0.1449,0.0093,0.014,0.028,0.0374,0.0234,38721,28920,28920
Feather River Community College District,CA,NULL,1444,0.5602,0.1579,0.1517,0.0145,0.0291,0.009,0.0083,0.0222,0.0471,14923,1446,6996
Federico Beauty Institute,CA,NULL,246,0.4797,0.0732,0.3374,0.0407,0.0122,0.0041,0.0447,0,0.0081,NULL,NULL,NULL
Fielding Graduate University,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Five Branches University,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
San Jose Campus,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hair California Beauty Academy,CA,NULL,47,0.617,0,0.234,0.0638,0,0,0,0,0.0851,NULL,NULL,NULL
Foothill College,CA,NULL,13362,0.355,0.0386,0.2236,0.2207,0.0025,0.0095,0.0516,0.0873,0.0112,10399,1536,8016
Franciscan School of Theology,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Franciscan School of Theology,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Fredrick and Charles Beauty College,CA,NULL,83,0.7229,0.012,0.0723,0.012,0.1566,0,0.012,0.012,0,NULL,NULL,NULL
Fresno City College,CA,NULL,18888,0.2394,0.0624,0.4953,0.1512,0.0065,0.002,0.0272,0.0004,0.0157,10821,1142,6782
Fresno Pacific University,CA,0.7844,2496,0.3842,0.0525,0.4058,0.0405,0.0108,0.0048,0.018,0.0176,0.0657,33973,25716,25716
Fuller Theological Seminary in California,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Fullerton College,CA,NULL,22295,0.2454,0.0333,0.4974,0.1381,0.0032,0.004,0.0313,0.0122,0.0352,10651,1138,6010
Gavilan College,CA,NULL,5267,0.3321,0.0266,0.5113,0.06,0.0059,0.0042,0.0127,0.0008,0.0465,11544,1245,6654
Gemological Institute of America-Carlsbad,CA,NULL,192,0.3646,0.0104,0.0573,0.0625,0.0052,0,0.0104,0,0.4896,NULL,NULL,NULL
Glendale Community College,CA,NULL,14102,0.47,0.0267,0.2997,0.1008,0.0009,0.001,0.0272,0.0424,0.0314,8875,1175,5663
Glendale Career College,CA,1,293,0.099,0.0717,0.5563,0.1468,0,0,0,0,0.1263,NULL,NULL,NULL
Golden Gate University-San Francisco,CA,NULL,470,0.2851,0.1043,0.1723,0.1851,0,0.0255,0.0383,0.0149,0.1745,NULL,NULL,NULL
Golden Gate University-Los Angeles,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Golden Gate University-Seattle,WA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Golden Gate University-Silicon Valley,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
